"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","comment"
-359.48,-3.59,-132.64,-1.33,-226.84,-2.27,223.43,2.23,147.70,1.48,75.73,0.76,582.91,5.83,280.34,2.80,302.57,3.03,41.69,0.43,369.92,3.70,5931.47,59.31,-1.89,-0.88,0.38,0.53,0.25,0,0,0,0,0,390.33,220.97,169.35,265.00,150.00,115.00,0,0,0,100.00,64.00,36.00,165.00,86.00,79.00,37.74,42.67,31.30,-1.36,-0.14,-0.88,-0.09,-1.97,-0.20,2.23,0.23,2.31,0.24,2.10,0.22,3.53,0.36,3.26,0.33,3.83,0.39,0.63,0.71,0.55,16.75,1.74,16.75,1.74,16.15,1.67,14.73,1.49,8.93,0.90,14.73,1.49,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-304.43,-3.04,-80.12,-0.80,-224.32,-2.24,414.58,4.15,255.24,2.55,159.34,1.59,719.02,7.19,335.35,3.35,383.66,3.84,51.18,0.53,313.59,3.14,5931.47,59.31,-1.69,-0.86,0.58,0.76,0.42,0,0,0,0,0,354.49,194.99,159.50,240.00,132.00,108.00,0,0,0,119.00,73.00,46.00,121.00,59.00,62.00,49.58,55.30,42.59,-1.27,-0.13,-0.61,-0.06,-2.08,-0.21,3.48,0.35,3.50,0.36,3.46,0.35,5.94,0.60,5.68,0.58,6.19,0.63,0.59,0.62,0.56,16.84,1.74,16.84,1.74,16.24,1.67,14.75,1.49,9.98,1.03,14.75,1.49,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
72.18,0.72,76.73,0.77,-4.55,-0.05,955.87,9.56,538.17,5.38,417.70,4.18,883.69,8.84,461.44,4.61,422.25,4.22,148.89,1.47,182.59,1.80,5926.52,59.27,0.02,0.03,1.08,1.17,0.99,0,0,0,0,0,191.18,111.48,79.70,127.00,74.00,53.00,0,0,0,70.00,41.00,29.00,57.00,33.00,24.00,55.12,55.41,54.72,0.57,0.06,1.04,0.10,-0.09,-0.01,13.66,1.36,13.13,1.31,14.40,1.44,15.50,1.54,13.98,1.39,17.59,1.75,0.88,0.94,0.82,35.97,3.59,35.97,3.59,30.69,3.06,36.23,3.59,27.87,2.78,36.23,3.59,30.00,30.00,29.00,22.00,19.00,27.00,39.00,44.00,32.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-157.23,-1.57,-143.41,-1.43,-13.82,-0.14,802.46,8.02,453.21,4.53,349.26,3.49,959.69,9.60,596.61,5.97,363.08,3.63,110.29,1.11,230.95,2.30,5876.39,58.76,-0.69,-0.59,0.84,0.76,0.96,0,0,0,-4.33,-0.04,300.12,177.99,122.13,201.00,119.00,82.00,1.00,1.00,0,82.00,45.00,37.00,119.00,74.00,45.00,40.80,37.82,45.12,-0.78,-0.08,-1.21,-0.12,-0.17,-0.02,9.79,0.99,10.07,1.01,9.44,0.95,8.06,0.81,8.06,0.81,8.07,0.81,1.21,1.25,1.17,29.27,2.96,29.27,2.96,24.44,2.48,18.50,1.87,16.87,1.70,18.50,1.87,13.00,13.00,13.00,13.00,11.00,16.00,12.00,14.00,10.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
62.33,0.62,15.43,0.15,46.90,0.47,1022.60,10.23,565.82,5.66,456.78,4.57,960.27,9.60,550.39,5.50,409.88,4.10,169.08,1.67,104.97,1.04,5926.56,59.27,-0.04,-0.04,1.07,1.03,1.11,0,0,0,0,0,219.42,129.31,90.11,146.00,86.00,60.00,0,0,0,71.00,40.00,31.00,75.00,46.00,29.00,48.63,46.51,51.67,0.43,0.04,0.18,0.02,0.78,0.08,14.40,1.44,14.15,1.41,14.73,1.47,12.80,1.28,11.97,1.19,14.13,1.41,1.13,1.18,1.04,38.55,3.84,38.55,3.84,32.66,3.25,26.94,2.69,25.48,2.53,26.94,2.69,25.00,23.00,27.00,23.00,18.00,30.00,26.00,27.00,24.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
43.17,0.43,38.23,0.38,4.95,0.05,991.96,9.92,598.99,5.99,392.97,3.93,948.79,9.49,560.76,5.61,388.03,3.88,199.69,1.98,193.10,1.91,5876.62,58.77,-0.20,-0.28,1.05,1.07,1.01,0,0,0,-4.40,-0.04,189.69,119.24,70.46,126.00,79.00,47.00,1.00,1.00,0,63.00,39.00,24.00,63.00,40.00,23.00,50.00,49.37,51.06,0.34,0.04,0.48,0.05,0.11,0.01,15.75,1.57,15.36,1.54,16.37,1.64,15.06,1.50,14.02,1.40,16.87,1.68,1.05,1.10,0.97,42.76,4.27,42.76,4.27,36.59,3.64,36.19,3.59,28.08,2.78,36.19,3.59,33.00,34.00,31.00,31.00,27.00,37.00,35.00,41.00,25.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-169.68,-1.70,-39.69,-0.40,-129.99,-1.30,826.59,8.27,473.21,4.73,353.38,3.53,996.27,9.96,512.90,5.13,483.37,4.83,99.51,1.01,285.93,2.84,5928.83,59.29,-0.85,-0.66,0.83,0.92,0.73,0,0,0,0,0,298.81,163.57,135.24,201.00,110.00,91.00,0,0,0,76.00,42.00,34.00,125.00,68.00,57.00,37.81,38.18,37.36,-0.84,-0.08,-0.36,-0.04,-1.43,-0.14,10.88,1.10,11.27,1.14,10.39,1.05,7.97,0.80,7.54,0.76,8.48,0.86,1.37,1.49,1.23,30.51,3.10,30.51,3.10,25.70,2.62,16.51,1.67,14.42,1.46,16.51,1.67,11.00,13.00,10.00,11.00,12.00,10.00,11.00,13.00,10.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-59.59,-0.60,-14.67,-0.15,-44.92,-0.45,903.49,9.03,577.20,5.77,326.30,3.26,963.08,9.63,591.87,5.92,371.21,3.71,161.12,1.60,200.90,1.99,5879.85,58.80,-0.55,-0.53,0.94,0.98,0.88,0,0,0,-4.15,-0.04,223.41,145.70,77.71,149.00,97.00,52.00,1.00,1.00,0,71.00,46.00,25.00,78.00,51.00,27.00,47.65,47.42,48.08,-0.40,-0.04,-0.15,-0.01,-0.86,-0.09,12.73,1.28,12.55,1.26,13.05,1.31,12.35,1.24,11.61,1.16,13.75,1.38,1.03,1.08,0.95,35.22,3.54,35.22,3.54,29.95,3.01,30.10,3.02,23.52,2.34,30.10,3.02,23.00,24.00,20.00,20.00,19.00,21.00,25.00,29.00,19.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-316.83,-3.17,-112.66,-1.13,-204.17,-2.04,628.26,6.28,367.28,3.67,260.98,2.61,945.10,9.45,479.94,4.80,465.16,4.65,50.87,0.52,352.14,3.52,5934.57,59.35,-1.28,-0.79,0.67,0.77,0.56,0,0,0,0,0,308.02,170.92,137.10,209.00,116.00,93.00,0,0,0,91.00,53.00,38.00,118.00,63.00,55.00,43.54,45.69,40.86,-1.52,-0.15,-0.97,-0.10,-2.20,-0.22,6.90,0.70,6.93,0.71,6.87,0.70,8.01,0.82,7.62,0.78,8.46,0.86,0.86,0.91,0.81,20.35,2.10,20.35,2.10,16.91,1.75,18.17,1.87,14.27,1.46,18.17,1.87,9.00,10.00,9.00,10.00,10.00,10.00,9.00,10.00,8.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-58.84,-0.59,5.37,0.05,-64.21,-0.64,827.29,8.27,477.94,4.78,349.35,3.49,886.13,8.86,472.57,4.73,413.56,4.14,117.27,1.17,184.83,1.84,5934.57,59.35,-0.98,-0.70,0.93,1.01,0.85,0,0,0,0,0,232.84,134.38,98.46,156.00,90.00,66.00,0,0,0,86.00,50.00,36.00,70.00,40.00,30.00,55.13,55.56,54.55,-0.38,-0.04,0.06,0.01,-0.97,-0.10,9.62,0.97,9.56,0.96,9.70,0.98,12.66,1.27,11.81,1.19,13.79,1.38,0.76,0.81,0.70,26.80,2.70,26.80,2.70,22.56,2.28,26.68,2.69,23.28,2.34,26.68,2.69,19.00,19.00,19.00,15.00,14.00,16.00,24.00,25.00,22.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-100.04,-1.00,-53.44,-0.53,-46.59,-0.47,1022.31,10.22,568.50,5.69,453.81,4.54,1122.35,11.22,621.94,6.22,500.40,5.00,181.20,1.81,296.15,2.93,5928.18,59.28,-0.37,-0.38,0.91,0.91,0.91,0,0,0,0,0,265.27,150.49,114.78,178.00,101.00,77.00,0,0,0,70.00,39.00,31.00,108.00,62.00,46.00,39.33,38.61,40.26,-0.56,-0.06,-0.53,-0.05,-0.61,-0.06,14.60,1.47,14.58,1.47,14.64,1.47,10.39,1.04,10.03,1.01,10.88,1.09,1.41,1.45,1.35,39.65,4.00,39.65,4.00,33.26,3.35,24.28,2.44,20.45,2.05,24.28,2.44,20.00,19.00,21.00,19.00,16.00,22.00,21.00,21.00,20.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-417.10,-4.17,-150.07,-1.50,-267.02,-2.67,470.05,4.70,291.78,2.92,178.27,1.78,887.14,8.87,441.85,4.42,445.29,4.45,47.54,0.49,431.33,4.31,5928.55,59.29,-1.60,-0.85,0.53,0.66,0.40,0,0,0,0,0,337.75,184.93,152.82,230.00,126.00,104.00,0,0,0,79.00,47.00,32.00,151.00,79.00,72.00,34.35,37.30,30.77,-1.81,-0.18,-1.19,-0.12,-2.57,-0.26,5.95,0.61,6.21,0.64,5.57,0.57,5.88,0.60,5.59,0.57,6.18,0.63,1.01,1.11,0.90,18.48,1.92,18.48,1.92,15.33,1.60,14.71,1.49,9.90,1.03,14.71,1.49,6.00,6.00,5.00,6.00,7.00,5.00,6.00,6.00,5.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-379.61,-3.80,-165.25,-1.65,-214.36,-2.14,263.70,2.64,160.51,1.61,103.19,1.03,643.31,6.43,325.76,3.26,317.55,3.18,24.86,0.26,386.12,3.86,5930.22,59.30,-2.03,-0.90,0.41,0.49,0.33,0,0,0,0,0,357.12,198.37,158.75,243.00,135.00,108.00,0,0,0,84.00,48.00,36.00,159.00,87.00,72.00,34.57,35.56,33.33,-1.56,-0.16,-1.22,-0.12,-1.98,-0.20,3.14,0.32,3.34,0.34,2.87,0.29,4.05,0.41,3.74,0.38,4.41,0.45,0.78,0.89,0.65,16.76,1.74,16.76,1.74,12.67,1.31,14.70,1.49,8.89,0.90,14.70,1.49,3.00,3.00,2.00,3.00,3.00,2.00,3.00,3.00,2.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-18.06,-0.18,-65.67,-0.66,47.61,0.48,1059.37,10.59,540.35,5.40,519.02,5.19,1077.43,10.77,606.02,6.06,471.41,4.71,152.58,1.51,154.41,1.53,5932.49,59.32,-0.75,-0.62,0.98,0.89,1.10,0,0,0,0,0,172.65,99.15,73.50,115.00,66.00,49.00,0,0,0,47.00,26.00,21.00,68.00,40.00,28.00,40.87,39.39,42.86,-0.16,-0.01,-1.00,-0.10,0.97,0.10,22.54,2.25,20.78,2.08,24.72,2.47,15.84,1.58,15.15,1.51,16.84,1.68,1.42,1.37,1.47,56.47,5.63,56.47,5.63,47.92,4.81,35.83,3.59,30.10,3.01,35.83,3.59,46.00,37.00,57.00,55.00,31.00,84.00,39.00,41.00,36.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-274.81,-2.75,-55.45,-0.55,-219.35,-2.19,522.78,5.23,326.99,3.27,195.79,1.96,797.59,7.98,382.44,3.82,415.15,4.15,46.48,0.48,297.38,2.97,5930.54,59.31,-1.49,-0.83,0.66,0.86,0.47,0,0,0,0,0,346.07,190.82,155.25,234.00,129.00,105.00,0,0,0,99.00,61.00,38.00,135.00,68.00,67.00,42.31,47.29,36.19,-1.17,-0.12,-0.43,-0.04,-2.09,-0.21,5.28,0.54,5.36,0.55,5.15,0.52,5.91,0.60,5.62,0.57,6.20,0.63,0.89,0.95,0.83,16.89,1.74,16.89,1.74,16.29,1.67,14.75,1.49,10.02,1.03,14.75,1.49,6.00,6.00,5.00,6.00,6.00,5.00,6.00,7.00,5.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
