"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","comment"
1.50,0.02,70.10,0.70,-68.60,-0.69,997.34,9.97,594.58,5.95,402.76,4.03,995.84,9.96,524.48,5.24,471.36,4.71,129.57,1.28,173.17,1.71,5903.48,59.03,-0.27,-0.32,1.00,1.13,0.85,0,0,0,0,0,221.17,130.98,90.19,147.00,87.00,60.00,0,0,0,70.00,43.00,27.00,77.00,44.00,33.00,47.62,49.43,45.00,0.01,0,0.81,0.08,-1.14,-0.11,14.25,1.42,13.83,1.38,14.92,1.49,12.93,1.29,11.92,1.19,14.28,1.42,1.10,1.16,1.04,38.15,3.82,38.15,3.82,32.45,3.25,30.28,3.02,23.51,2.34,30.28,3.02,24.00,23.00,26.00,22.00,18.00,28.00,27.00,29.00,24.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-304.43,-3.04,-80.12,-0.80,-224.32,-2.24,414.58,4.15,255.24,2.55,159.34,1.59,719.02,7.19,335.35,3.35,383.66,3.84,51.18,0.53,313.59,3.14,5904.87,59.05,-1.69,-0.86,0.58,0.76,0.42,0,0,0,0,0,354.49,194.99,159.50,240.00,132.00,108.00,0,0,0,119.00,73.00,46.00,121.00,59.00,62.00,49.58,55.30,42.59,-1.27,-0.13,-0.61,-0.06,-2.08,-0.21,3.48,0.35,3.50,0.36,3.46,0.35,5.94,0.60,5.68,0.58,6.19,0.63,0.59,0.62,0.56,16.84,1.74,16.84,1.74,16.24,1.67,14.75,1.49,9.98,1.03,14.75,1.49,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
23.86,0.24,-7.15,-0.07,31.01,0.31,1066.70,10.67,582.93,5.83,483.77,4.84,1042.84,10.43,590.08,5.90,452.76,4.53,159.66,1.57,223.09,2.20,5901.91,59.02,-0.24,-0.32,1.02,0.99,1.07,0,0,0,0,0,180.98,105.64,75.34,120.00,70.00,50.00,0,0,0,54.00,31.00,23.00,66.00,39.00,27.00,45.00,44.29,46.00,0.20,0.02,-0.10,-0.01,0.62,0.06,19.75,1.97,18.80,1.87,21.03,2.09,15.80,1.57,15.13,1.50,16.77,1.67,1.25,1.24,1.25,49.69,4.98,49.69,4.98,41.98,4.23,32.04,3.20,29.99,3.01,32.04,3.20,38.00,36.00,42.00,35.00,27.00,47.00,41.00,43.00,38.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-71.05,-0.71,-116.68,-1.17,45.62,0.46,1035.08,10.35,532.22,5.32,502.86,5.03,1106.13,11.06,648.89,6.49,457.24,4.57,147.45,1.45,247.20,2.44,5900.47,59.00,-0.60,-0.58,0.94,0.82,1.10,0,0,0,0,0,186.47,109.85,76.62,124.00,73.00,51.00,0,0,0,54.00,30.00,24.00,70.00,43.00,27.00,43.55,41.10,47.06,-0.57,-0.06,-1.60,-0.16,0.89,0.09,19.17,1.91,17.74,1.77,20.95,2.09,15.80,1.57,15.09,1.50,16.93,1.69,1.21,1.18,1.24,49.54,4.95,49.54,4.95,41.94,4.23,35.67,3.59,29.96,3.01,35.67,3.59,38.00,36.00,41.00,37.00,26.00,50.00,39.00,42.00,33.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-153.89,-1.54,-1.07,-0.01,-152.82,-1.53,763.18,7.63,455.89,4.56,307.29,3.07,917.07,9.17,456.96,4.57,460.11,4.60,80.03,0.80,248.37,2.47,5900.47,59.00,-1.02,-0.72,0.83,1.00,0.67,0,0,0,0,0,309.69,169.77,139.92,208.00,114.00,94.00,0,0,0,95.00,55.00,40.00,113.00,59.00,54.00,45.67,48.25,42.55,-0.74,-0.07,-0.01,0,-1.63,-0.16,8.03,0.81,8.29,0.84,7.68,0.77,8.12,0.82,7.75,0.78,8.52,0.86,0.99,1.07,0.90,24.02,2.44,24.02,2.44,20.00,2.04,18.41,1.87,14.48,1.46,18.41,1.87,10.00,12.00,9.00,10.00,11.00,8.00,10.00,12.00,9.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
3.11,0.03,62.79,0.63,-59.69,-0.60,974.93,9.75,629.67,6.30,345.27,3.45,971.83,9.72,566.87,5.67,404.95,4.05,214.57,2.12,167.53,1.67,5848.95,58.49,-0.34,-0.42,1.00,1.11,0.85,0,0,0,-6.12,-0.06,214.95,137.07,77.88,143.00,91.00,52.00,1.00,1.00,0,65.00,43.00,22.00,78.00,48.00,30.00,45.45,47.25,42.31,0.02,0,0.69,0.07,-1.15,-0.11,15.00,1.50,14.64,1.47,15.69,1.57,12.46,1.24,11.81,1.18,13.50,1.35,1.20,1.24,1.16,41.10,4.10,41.10,4.10,35.05,3.50,30.34,3.02,23.68,2.34,30.34,3.02,26.00,27.00,25.00,25.00,23.00,27.00,28.00,31.00,24.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-269.93,-2.70,-71.10,-0.71,-198.83,-1.99,543.24,5.43,317.30,3.17,225.94,2.26,813.17,8.13,388.40,3.88,424.76,4.25,44.94,0.46,289.75,2.89,5899.27,58.99,-3.05,-0.95,0.67,0.82,0.53,0,0,0,0,0,309.67,167.43,142.24,209.00,113.00,96.00,0,0,0,107.00,61.00,46.00,102.00,52.00,50.00,51.20,53.98,47.92,-1.29,-0.13,-0.63,-0.06,-2.07,-0.21,5.08,0.51,5.20,0.53,4.91,0.50,7.97,0.81,7.47,0.76,8.50,0.86,0.64,0.70,0.58,16.94,1.74,16.94,1.74,12.84,1.31,16.42,1.67,14.34,1.46,16.42,1.67,8.00,8.00,7.00,8.00,8.00,8.00,7.00,8.00,7.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-393.47,-3.93,-132.95,-1.33,-260.51,-2.61,429.06,4.29,267.37,2.67,161.69,1.62,822.53,8.23,400.33,4.00,422.20,4.22,32.28,0.33,400.57,4.01,5899.60,59.00,-3.06,-0.95,0.52,0.67,0.38,0,0,0,0,0,336.19,182.74,153.45,228.00,124.00,104.00,0,0,0,89.00,53.00,36.00,139.00,71.00,68.00,39.04,42.74,34.62,-1.73,-0.18,-1.07,-0.11,-2.50,-0.26,4.82,0.49,5.04,0.51,4.49,0.46,5.92,0.60,5.64,0.57,6.21,0.63,0.82,0.90,0.72,16.84,1.74,16.84,1.74,12.71,1.31,14.75,1.49,12.46,1.29,14.75,1.49,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-334.49,-3.34,-171.79,-1.72,-162.70,-1.63,397.30,3.97,238.22,2.38,159.08,1.59,731.79,7.32,410.01,4.10,321.78,3.22,49.37,0.51,342.35,3.42,5848.86,58.49,-2.00,-0.89,0.54,0.58,0.49,0,0,0,0,0,374.67,213.80,160.86,254.00,145.00,109.00,0,0,0,128.00,74.00,54.00,126.00,71.00,55.00,50.39,51.03,49.54,-1.32,-0.13,-1.18,-0.12,-1.49,-0.15,3.10,0.32,3.22,0.33,2.95,0.30,5.81,0.59,5.77,0.59,5.85,0.59,0.53,0.56,0.50,16.87,1.74,16.87,1.74,16.27,1.67,12.61,1.30,10.01,1.03,12.61,1.30,4.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,4.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
51.41,0.51,8.89,0.09,42.52,0.43,1053.65,10.54,580.14,5.80,473.52,4.74,1002.24,10.02,571.25,5.71,430.99,4.31,143.15,1.41,163.59,1.62,5898.21,58.98,-0.08,-0.10,1.05,1.02,1.10,0,0,0,0,0,182.45,107.12,75.33,121.00,71.00,50.00,0,0,0,58.00,33.00,25.00,63.00,38.00,25.00,47.93,46.48,50.00,0.42,0.04,0.13,0.01,0.85,0.09,18.17,1.81,17.58,1.75,18.94,1.89,15.91,1.58,15.03,1.49,17.24,1.71,1.14,1.17,1.10,46.50,4.63,46.50,4.63,39.23,3.93,32.20,3.20,30.09,3.01,32.20,3.20,36.00,34.00,40.00,32.00,24.00,42.00,40.00,42.00,37.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-142.33,-1.42,-64.76,-0.65,-77.56,-0.78,765.53,7.66,482.85,4.83,282.68,2.83,907.85,9.08,547.61,5.48,360.24,3.60,127.22,1.28,193.89,1.93,5850.24,58.50,-1.11,-0.76,0.84,0.88,0.79,0,0,0,-5.95,-0.06,229.87,146.54,83.34,154.00,98.00,56.00,1.00,1.00,0,81.00,52.00,29.00,73.00,46.00,27.00,52.60,53.06,51.79,-0.92,-0.09,-0.66,-0.06,-1.39,-0.14,9.45,0.95,9.29,0.94,9.75,0.98,12.44,1.25,11.90,1.20,13.34,1.34,0.76,0.78,0.73,26.57,2.69,26.57,2.69,22.60,2.28,29.94,3.02,23.36,2.34,29.94,3.02,20.00,21.00,18.00,16.00,17.00,14.00,25.00,26.00,23.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-115.46,-1.15,-14.68,-0.15,-100.77,-1.01,944.23,9.44,619.61,6.20,324.62,3.25,1059.69,10.60,634.29,6.34,425.39,4.25,162.54,1.63,236.73,2.36,5849.83,58.50,-1.50,-0.83,0.89,0.98,0.76,0,0,0,-5.99,-0.06,199.04,129.00,70.04,133.00,86.00,47.00,1.00,1.00,0,47.00,33.00,14.00,86.00,53.00,33.00,35.34,38.37,29.79,-0.87,-0.09,-0.17,-0.01,-2.14,-0.22,20.09,2.02,18.78,1.89,23.19,2.34,12.32,1.24,11.97,1.20,12.89,1.30,1.63,1.57,1.80,51.71,5.24,51.71,5.24,44.16,4.47,29.93,3.02,27.10,2.73,29.93,3.02,35.00,36.00,33.00,34.00,29.00,45.00,35.00,39.00,27.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-415.04,-4.15,-147.50,-1.47,-267.54,-2.68,424.56,4.25,263.49,2.63,161.07,1.61,839.59,8.40,410.98,4.11,428.61,4.29,49.31,0.51,421.57,4.22,5898.21,58.98,-2.11,-0.90,0.51,0.64,0.38,0,0,0,0,0,339.33,186.47,152.86,231.00,127.00,104.00,0,0,0,89.00,54.00,35.00,142.00,73.00,69.00,38.53,42.52,33.65,-1.80,-0.18,-1.16,-0.12,-2.57,-0.26,4.77,0.49,4.88,0.50,4.60,0.47,5.91,0.60,5.63,0.58,6.21,0.64,0.81,0.87,0.74,16.73,1.74,16.73,1.74,12.65,1.31,14.72,1.49,9.90,1.03,14.72,1.49,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-340.64,-3.41,-123.75,-1.24,-216.89,-2.17,305.23,3.05,196.84,1.97,108.38,1.08,645.86,6.46,320.59,3.21,325.27,3.25,49.85,0.51,360.47,3.60,5896.91,58.97,-1.89,-0.88,0.47,0.61,0.33,0,0,0,0,0,388.93,219.53,169.40,264.00,149.00,115.00,0,0,0,105.00,65.00,40.00,159.00,84.00,75.00,39.77,43.62,34.78,-1.29,-0.13,-0.83,-0.08,-1.89,-0.19,2.91,0.30,3.03,0.31,2.71,0.28,4.06,0.41,3.82,0.39,4.34,0.44,0.72,0.79,0.63,16.77,1.74,16.77,1.74,16.17,1.67,14.72,1.49,8.92,0.90,14.72,1.49,3.00,3.00,2.00,3.00,3.00,2.00,3.00,3.00,2.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-179.46,-1.79,-26.71,-0.27,-152.76,-1.53,820.04,8.20,486.08,4.86,333.96,3.34,999.51,10.00,512.79,5.13,486.72,4.87,82.50,0.84,278.59,2.77,5892.43,58.92,-0.62,-0.54,0.82,0.95,0.69,0,0,0,0,0,307.20,169.21,137.99,207.00,114.00,93.00,0,0,0,82.00,47.00,35.00,125.00,67.00,58.00,39.61,41.23,37.63,-0.87,-0.09,-0.23,-0.02,-1.64,-0.17,10.00,1.01,10.34,1.05,9.54,0.97,8.00,0.81,7.65,0.77,8.39,0.85,1.25,1.35,1.14,29.06,2.96,29.06,2.96,24.21,2.48,18.38,1.87,14.45,1.46,18.38,1.87,11.00,13.00,9.00,10.00,12.00,8.00,12.00,14.00,9.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
