"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
978.69,,1020.38,,-41.71,,4299.36,,2393.50,,1905.87,,3320.69,,1373.11,,1947.57,,1676.57,,647.39,,2702.84,,0.22,0.38,1.30,1.74,0.98,801.00,801.00,800.00,0,,537.54,269.45,268.10,70.00,35.00,35.00,0,0,0,32.00,11.00,21.00,38.00,24.00,14.00,45.71,31.43,60.00,13.98,,29.15,,-1.19,,134.36,,217.59,,90.76,,87.39,,57.21,,139.11,,1.54,3.80,0.65,310.58,,310.58,,150.19,,253.48,,85.70,,253.48,,13.00,11.00,15.00,15.00,16.00,14.00,11.00,9.00,15.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.4 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.50,1.00,2.00,"Small",true,true
4003.67,,2032.21,,1971.45,,7426.76,,3700.68,,3726.07,,3423.08,,1668.47,,1754.61,,4547.97,,513.20,,2702.84,,0.61,2.30,2.17,2.22,2.12,980.00,980.00,978.00,0,,646.47,326.94,319.54,70.00,35.00,35.00,0,0,0,36.00,11.00,25.00,34.00,24.00,10.00,51.43,31.43,71.43,57.20,,58.06,,56.33,,206.30,,336.44,,149.04,,100.68,,69.52,,175.46,,2.05,4.84,0.85,935.40,,497.76,,935.40,,324.80,,105.52,,324.80,,16.00,16.00,16.00,20.00,31.00,16.00,11.00,9.00,17.00,0,0,0,"Changed ""ATR Multiplier Upper"": 2.5 => 3.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.25,1.00,2.00,"Small",true,true
12274.60,,6930.79,,5343.83,,19154.26,,10432.66,,8721.61,,6879.67,,3501.88,,3377.78,,12979.04,,1116.57,,2702.84,,0.90,4.34,2.78,2.98,2.58,1015.00,1012.00,1015.00,0,,755.53,385.10,370.43,70.00,35.00,35.00,0,0,0,31.00,14.00,17.00,39.00,21.00,18.00,44.29,40.00,48.57,175.35,,198.02,,152.68,,617.89,,745.19,,513.05,,176.40,,166.76,,187.65,,3.50,4.47,2.73,1466.47,,1466.47,,922.61,,550.02,,381.93,,550.02,,54.00,55.00,52.00,54.00,58.00,52.00,53.00,53.00,53.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,2.40,"Small",true,true
10628.41,,6868.80,,3759.62,,18139.06,,10363.93,,7775.14,,7510.66,,3495.14,,4015.51,,12629.68,,1304.30,,2702.84,,0.75,3.82,2.42,2.97,1.94,1075.00,1073.00,1075.00,613.02,,762.68,391.84,370.84,69.00,35.00,34.00,1.00,0,1.00,27.00,14.00,13.00,42.00,21.00,21.00,39.13,40.00,38.24,154.03,,196.25,,110.58,,671.83,,740.28,,598.10,,178.82,,166.44,,191.21,,3.76,4.45,3.13,1450.11,,1450.11,,1159.82,,529.98,,384.02,,529.98,,61.00,60.00,61.00,71.00,69.00,73.00,54.00,54.00,54.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,4.00,2.40,"Small",true,true
4569.44,,4645.88,,-76.44,,9142.45,,6151.16,,2991.29,,4573.00,,1505.27,,3067.73,,5593.62,,685.47,,2702.84,,0.50,1.48,2.00,4.09,0.98,980.00,966.00,980.00,0,,649.34,327.09,322.25,70.00,35.00,35.00,0,0,0,31.00,26.00,5.00,39.00,9.00,30.00,44.29,74.29,14.29,65.28,,132.74,,-2.18,,294.92,,236.58,,598.26,,117.26,,167.25,,102.26,,2.52,1.42,5.85,1186.86,,1186.86,,932.19,,301.80,,301.80,,179.60,,26.00,18.00,34.00,26.00,17.00,69.00,26.00,19.00,28.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 1.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,4.00,2.40,"Small",true,true
4066.53,,4092.45,,-25.92,,8379.52,,5512.04,,2867.48,,4312.98,,1419.58,,2893.39,,4875.25,,628.32,,2702.84,,0.49,1.30,1.94,3.88,0.99,923.00,910.00,923.00,0,,619.21,311.62,307.59,70.00,35.00,35.00,0,0,0,33.00,27.00,6.00,37.00,8.00,29.00,47.14,77.14,17.14,58.09,,116.93,,-0.74,,253.92,,204.15,,477.92,,116.57,,177.45,,99.77,,2.18,1.15,4.79,1105.06,,1105.06,,721.24,,276.41,,276.41,,174.41,,23.00,17.00,30.00,22.00,15.00,53.00,24.00,22.00,25.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.4 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,4.00,2.00,"Small",true,true
4569.44,,4645.88,,-76.44,,9142.45,,6151.16,,2991.29,,4573.00,,1505.27,,3067.73,,5593.62,,685.47,,2702.84,,0.50,1.48,2.00,4.09,0.98,980.00,966.00,980.00,0,,649.34,327.09,322.25,70.00,35.00,35.00,0,0,0,31.00,26.00,5.00,39.00,9.00,30.00,44.29,74.29,14.29,65.28,,132.74,,-2.18,,294.92,,236.58,,598.26,,117.26,,167.25,,102.26,,2.52,1.42,5.85,1186.86,,1186.86,,932.19,,301.80,,301.80,,179.60,,26.00,18.00,34.00,26.00,17.00,69.00,26.00,19.00,28.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2 => 2.4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.50,4.00,2.40,"Small",true,true
11690.75,,7775.29,,3915.47,,17621.36,,10234.06,,7387.31,,5930.62,,2458.78,,3471.83,,12042.16,,663.46,,2702.84,,1.00,5.59,2.97,4.16,2.13,1124.00,1122.00,1124.00,0,,779.08,396.98,382.10,70.00,35.00,35.00,0,0,0,37.00,19.00,18.00,33.00,16.00,17.00,52.86,54.29,51.43,167.01,,222.15,,111.87,,476.26,,538.64,,410.42,,179.72,,153.67,,204.23,,2.65,3.51,2.01,1546.79,,1546.79,,940.88,,465.29,,296.44,,465.29,,39.00,40.00,38.00,40.00,38.00,41.00,38.00,42.00,34.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.00,3.00,1.80,"Small",true,true
7391.41,,5765.39,,1626.02,,12634.88,,7626.28,,5008.60,,5243.48,,1860.90,,3382.58,,7978.14,,725.70,,2702.84,,0.76,2.33,2.41,4.10,1.48,972.00,958.00,972.00,0,,656.55,332.69,323.86,70.00,35.00,35.00,0,0,0,38.00,22.00,16.00,32.00,13.00,19.00,54.29,62.86,45.71,105.59,,164.73,,46.46,,332.51,,346.66,,313.05,,163.86,,143.15,,178.03,,2.03,2.42,1.76,1268.66,,1268.66,,557.72,,338.64,,237.35,,338.64,,31.00,26.00,37.00,35.00,25.00,49.00,27.00,27.00,26.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.00,3.00,1.80,"Small",true,true
4751.41,,4025.58,,725.85,,9327.28,,5736.29,,3590.99,,4575.86,,1710.70,,2865.15,,5396.35,,700.08,,2702.84,,0.58,1.90,2.04,3.35,1.25,874.00,862.00,874.00,0,,605.13,305.35,299.77,70.00,35.00,35.00,0,0,0,36.00,18.00,18.00,34.00,17.00,17.00,51.43,51.43,51.43,67.88,,115.02,,20.74,,259.09,,318.69,,199.50,,134.58,,100.63,,168.54,,1.93,3.17,1.18,1198.76,,1198.76,,348.24,,317.81,,201.07,,317.81,,23.00,22.00,25.00,25.00,25.00,25.00,22.00,19.00,25.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.00,2.00,1.80,"Small",true,true
3966.43,,3453.24,,513.20,,7883.01,,4867.92,,3015.08,,3916.57,,1414.68,,2501.89,,4341.15,,685.71,,2702.84,,0.53,1.57,2.01,3.44,1.21,904.00,891.00,904.00,0,,606.98,305.88,301.10,70.00,35.00,35.00,0,0,0,37.00,22.00,15.00,33.00,13.00,20.00,52.86,62.86,42.86,56.66,,98.66,,14.66,,213.05,,221.27,,201.01,,118.68,,108.82,,125.09,,1.80,2.03,1.61,1160.09,,1160.09,,333.89,,211.32,,189.41,,211.32,,18.00,14.00,22.00,18.00,16.00,21.00,18.00,11.00,22.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.00,2.00,1.80,"Small",true,true
5553.02,,4874.85,,678.17,,10010.58,,6235.02,,3775.57,,4457.57,,1360.16,,3097.41,,5835.87,,644.99,,2702.84,,0.73,2.83,2.25,4.58,1.22,987.00,973.00,987.00,0,,645.70,326.06,319.64,70.00,35.00,35.00,0,0,0,38.00,26.00,12.00,32.00,9.00,23.00,54.29,74.29,34.29,79.33,,139.28,,19.38,,263.44,,239.81,,314.64,,139.30,,151.13,,134.67,,1.89,1.59,2.34,1207.68,,1207.68,,527.54,,225.88,,225.88,,220.01,,24.00,17.00,31.00,24.00,16.00,41.00,24.00,17.00,26.00,0,0,0,"Changed ""ATR Multiplier Lower"": 2 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.00,3.00,1.80,"Small",true,true
15301.84,,9961.16,,5340.70,,21593.69,,12710.92,,8882.78,,6291.87,,2749.77,,3542.08,,15305.59,,850.82,,2702.84,,1.18,7.09,3.43,4.62,2.51,1268.00,1266.00,1268.00,0,,872.25,445.90,426.35,70.00,35.00,35.00,0,0,0,39.00,19.00,20.00,31.00,16.00,15.00,55.71,54.29,57.14,218.60,,284.60,,152.59,,553.69,,669.01,,444.15,,202.96,,171.86,,236.14,,2.73,3.89,1.88,1762.44,,1762.44,,984.73,,636.87,,345.59,,636.87,,43.00,41.00,44.00,42.00,39.00,45.00,43.00,44.00,43.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.80,"Small",true,true
13022.47,,7936.61,,5085.88,,18033.98,,10266.56,,7767.44,,5011.52,,2329.96,,2681.55,,13163.96,,786.27,,2702.84,,1.17,25.50,3.60,4.41,2.90,1217.00,1200.00,1217.00,0,,840.34,429.11,411.23,70.00,35.00,35.00,0,0,0,45.00,21.00,24.00,25.00,14.00,11.00,64.29,60.00,68.57,186.04,,226.76,,145.31,,400.77,,488.89,,323.64,,200.46,,166.43,,243.78,,2.00,2.94,1.33,1750.55,,1750.55,,970.11,,588.62,,316.79,,588.62,,31.00,30.00,33.00,29.00,27.00,31.00,35.00,34.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.30,"Small",true,true
11393.27,,7114.03,,4279.26,,16506.39,,9359.08,,7147.33,,5113.13,,2245.05,,2868.07,,11460.84,,653.89,,2702.84,,1.16,24.85,3.23,4.17,2.49,1162.00,1145.00,1162.00,0,,791.80,403.73,388.06,70.00,35.00,35.00,0,0,0,45.00,22.00,23.00,25.00,13.00,12.00,64.29,62.86,65.71,162.76,,203.26,,122.26,,366.82,,425.42,,310.75,,204.52,,172.70,,239.01,,1.79,2.46,1.30,1572.07,,1572.07,,970.11,,476.61,,294.45,,476.61,,29.00,24.00,34.00,28.00,22.00,33.00,31.00,27.00,36.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 4.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.25,3.00,1.30,"Small",true,true
11571.15,,8113.19,,3457.97,,17542.19,,10495.16,,7047.04,,5971.05,,2381.98,,3589.06,,11576.24,,687.32,,2702.84,,1.13,17.03,2.94,4.41,1.96,1151.00,1149.00,1151.00,0,,793.77,404.07,389.70,70.00,35.00,35.00,0,0,0,38.00,20.00,18.00,32.00,15.00,17.00,54.29,57.14,51.43,165.30,,231.81,,98.80,,461.65,,524.77,,391.51,,186.59,,158.80,,211.12,,2.47,3.31,1.85,1552.74,,1552.74,,981.07,,493.41,,294.95,,493.41,,39.00,37.00,41.00,38.00,35.00,42.00,40.00,39.00,40.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.3 => 1.7.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.25,3.00,1.70,"Small",true,true
12869.21,,7576.38,,5292.85,,18049.46,,10225.12,,7824.35,,5180.26,,2648.75,,2531.51,,12872.95,,965.05,,2702.84,,0.93,5.51,3.48,3.86,3.09,1210.00,1208.00,1210.00,0,,837.52,428.05,409.47,70.00,35.00,35.00,0,0,0,40.00,15.00,25.00,30.00,20.00,10.00,57.14,42.86,71.43,183.85,,216.47,,151.22,,451.25,,681.68,,312.97,,172.68,,132.44,,253.15,,2.61,5.15,1.24,1741.62,,1741.62,,971.94,,575.26,,296.26,,575.26,,33.00,35.00,31.00,35.00,46.00,28.00,31.00,27.00,39.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.80,"Small",true,true
8875.00,,5098.93,,3776.07,,12882.52,,7372.74,,5509.81,,4007.54,,2273.81,,1733.73,,9052.26,,785.14,,2702.84,,0.91,8.86,3.22,3.24,3.18,1058.00,1043.00,1058.00,0,,741.49,377.00,364.49,70.00,35.00,35.00,0,0,0,46.00,18.00,28.00,24.00,17.00,7.00,65.71,51.43,80.00,126.79,,145.68,,107.89,,280.05,,409.61,,196.78,,166.98,,133.75,,247.68,,1.68,3.06,0.80,1533.40,,1533.40,,962.80,,484.71,,256.92,,484.71,,22.00,23.00,20.00,23.00,27.00,20.00,20.00,19.00,21.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 1.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.20,"Small",true,true
6822.86,,4194.48,,2628.36,,10650.31,,5992.63,,4657.69,,3827.46,,1798.13,,2029.33,,7268.53,,682.64,,2702.84,,0.88,4.71,2.78,3.33,2.30,986.00,972.00,986.00,0,,675.27,342.47,332.81,70.00,35.00,35.00,0,0,0,45.00,20.00,25.00,25.00,15.00,10.00,64.29,57.14,71.43,97.47,,119.84,,75.10,,236.67,,299.63,,186.31,,153.10,,119.88,,202.93,,1.55,2.50,0.92,1346.00,,1346.00,,933.57,,364.39,,223.41,,364.39,,18.00,19.00,17.00,18.00,21.00,17.00,17.00,16.00,18.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 3.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,2.00,1.20,"Small",true,true
4057.62,,3460.49,,597.14,,7734.93,,4857.75,,2877.18,,3677.30,,1397.26,,2280.05,,4573.46,,610.21,,2702.84,,0.63,1.95,2.10,3.48,1.26,870.00,857.00,870.00,0,,597.95,301.31,296.64,70.00,35.00,35.00,0,0,0,44.00,22.00,22.00,26.00,13.00,13.00,62.86,62.86,62.86,57.97,,98.87,,17.06,,175.79,,220.81,,130.78,,141.43,,107.48,,175.39,,1.24,2.05,0.75,1169.01,,1169.01,,221.72,,313.65,,192.81,,313.65,,15.00,14.00,16.00,16.00,17.00,16.00,13.00,11.00,15.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3.75 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.00,2.00,1.20,"Small",true,true
2877.16,,2392.67,,484.49,,6230.54,,3728.30,,2502.23,,3353.37,,1335.62,,2017.74,,3284.83,,572.17,,2702.84,,0.45,1.38,1.86,2.79,1.24,841.00,829.00,841.00,0,,572.44,287.89,284.55,70.00,35.00,35.00,0,0,0,42.00,22.00,20.00,28.00,13.00,15.00,60.00,62.86,57.14,41.10,,68.36,,13.84,,148.35,,169.47,,125.11,,119.76,,102.74,,134.52,,1.24,1.65,0.93,1084.24,,1084.24,,205.39,,229.63,,178.24,,229.63,,13.00,11.00,14.00,13.00,12.00,15.00,12.00,11.00,13.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3 => 2.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.25,2.00,1.20,"Small",true,true
1039.69,,663.76,,375.94,,3110.24,,1382.11,,1728.13,,2070.55,,718.37,,1352.19,,1174.74,,363.03,,2702.84,,0.30,0.50,1.50,1.92,1.28,835.00,826.00,835.00,0,,544.92,273.34,271.58,70.00,35.00,35.00,0,0,0,41.00,27.00,14.00,29.00,8.00,21.00,58.57,77.14,40.00,14.85,,18.96,,10.74,,75.86,,51.19,,123.44,,71.40,,89.79,,64.39,,1.06,0.57,1.92,208.82,,105.22,,208.82,,152.01,,152.01,,105.49,,7.00,6.00,8.00,8.00,6.00,11.00,6.00,5.00,7.00,0,0,0,"Changed ""ATR Multiplier Upper"": 2.25 => 1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,2.00,1.20,"Small",true,true
7781.47,,4414.68,,3366.78,,11847.83,,6623.33,,5224.52,,4066.37,,2208.64,,1857.73,,7903.85,,739.88,,2702.84,,0.85,8.36,2.91,3.00,2.81,1043.00,1027.00,1043.00,0,,718.36,364.82,353.54,70.00,35.00,35.00,0,0,0,45.00,18.00,27.00,25.00,17.00,8.00,64.29,51.43,77.14,111.16,,126.13,,96.19,,263.29,,367.97,,193.50,,162.65,,129.92,,232.22,,1.62,2.83,0.83,1445.65,,1445.65,,962.80,,445.69,,242.35,,445.69,,20.00,21.00,19.00,20.00,23.00,18.00,20.00,19.00,21.00,0,0,0,"Changed ""ATR Multiplier Upper"": 1 => 4.25.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.25,2.00,1.20,"Small",true,true
12869.21,,7576.38,,5292.85,,18049.46,,10225.12,,7824.35,,5180.26,,2648.75,,2531.51,,12872.95,,965.05,,2702.84,,0.93,5.51,3.48,3.86,3.09,1210.00,1208.00,1210.00,0,,837.52,428.05,409.47,70.00,35.00,35.00,0,0,0,40.00,15.00,25.00,30.00,20.00,10.00,57.14,42.86,71.43,183.85,,216.47,,151.22,,451.25,,681.68,,312.97,,172.68,,132.44,,253.15,,2.61,5.15,1.24,1741.62,,1741.62,,971.94,,575.26,,296.26,,575.26,,33.00,35.00,31.00,35.00,46.00,28.00,31.00,27.00,39.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,2.00,1.80,"Small",true,true
15301.84,,9961.16,,5340.70,,21593.69,,12710.92,,8882.78,,6291.87,,2749.77,,3542.08,,15305.59,,850.82,,2702.84,,1.18,7.09,3.43,4.62,2.51,1268.00,1266.00,1268.00,0,,872.25,445.90,426.35,70.00,35.00,35.00,0,0,0,39.00,19.00,20.00,31.00,16.00,15.00,55.71,54.29,57.14,218.60,,284.60,,152.59,,553.69,,669.01,,444.15,,202.96,,171.86,,236.14,,2.73,3.89,1.88,1762.44,,1762.44,,984.73,,636.87,,345.59,,636.87,,43.00,41.00,44.00,42.00,39.00,45.00,43.00,44.00,43.00,0,0,0,"Changed ""ATR Multiplier Lower"": 2 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.75,3.00,1.80,"Small",true,true
10604.58,,7111.73,,3492.85,,16296.76,,9387.68,,6909.10,,5692.19,,2275.95,,3416.23,,10944.20,,653.66,,2702.84,,0.96,5.12,2.86,4.13,2.02,1102.00,1100.00,1102.00,0,,757.11,385.38,371.74,70.00,35.00,35.00,0,0,0,37.00,20.00,17.00,33.00,15.00,18.00,52.86,57.14,48.57,151.49,,203.19,,99.80,,440.46,,469.39,,406.43,,172.49,,151.73,,189.79,,2.55,3.09,2.14,1481.35,,1481.35,,942.71,,414.51,,281.54,,414.51,,36.00,36.00,37.00,38.00,34.00,42.00,35.00,39.00,31.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 3.75.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,1.80,"Small",true,true
10542.32,,6789.93,,3752.40,,16509.60,,9261.16,,7248.46,,5967.29,,2471.23,,3496.05,,10881.94,,703.15,,2702.84,,0.99,6.61,2.77,3.75,2.07,1037.00,1035.00,1037.00,0,,727.00,369.55,357.45,70.00,35.00,35.00,0,0,0,32.00,17.00,15.00,38.00,18.00,20.00,45.71,48.57,42.86,150.60,,194.00,,107.21,,515.93,,544.78,,483.24,,157.03,,137.29,,174.80,,3.29,3.97,2.76,1378.72,,1378.72,,948.19,,408.59,,279.06,,408.59,,42.00,40.00,43.00,44.00,37.00,52.00,40.00,43.00,37.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 2.2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,3.00,2.20,"Small",true,true
12541.29,,7055.03,,5486.28,,19560.37,,10556.46,,9003.92,,7019.09,,3501.44,,3517.64,,12980.63,,1166.31,,2702.84,,1.00,5.70,2.79,3.02,2.56,1070.00,1068.00,1070.00,0,,790.19,402.65,387.54,70.00,35.00,35.00,0,0,0,32.00,14.00,18.00,38.00,21.00,17.00,45.71,40.00,51.43,179.16,,201.57,,156.75,,611.27,,754.04,,500.23,,184.71,,166.74,,206.92,,3.31,4.52,2.42,1524.48,,1524.48,,997.51,,589.86,,388.84,,589.86,,53.00,54.00,51.00,55.00,57.00,54.00,51.00,52.00,48.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3.75 => 5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",5.00,3.00,2.20,"Small",true,true
11690.75,,7775.29,,3915.47,,17621.36,,10234.06,,7387.31,,5930.62,,2458.78,,3471.83,,12042.16,,663.46,,2702.84,,1.00,5.59,2.97,4.16,2.13,1124.00,1122.00,1124.00,0,,779.08,396.98,382.10,70.00,35.00,35.00,0,0,0,37.00,19.00,18.00,33.00,16.00,17.00,52.86,54.29,51.43,167.01,,222.15,,111.87,,476.26,,538.64,,410.42,,179.72,,153.67,,204.23,,2.65,3.51,2.01,1546.79,,1546.79,,940.88,,465.29,,296.44,,465.29,,39.00,40.00,38.00,40.00,38.00,41.00,38.00,42.00,34.00,0,0,0,"Changed ""ATR Multiplier Upper"": 4.75 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.00,3.00,1.80,"Small",true,true
