"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Take profit1","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-78.11,-0.78,-66.00,-0.66,-12.11,-0.12,185.77,1.86,66.60,0.67,119.16,1.19,263.88,2.64,132.60,1.33,131.27,1.31,45.37,0.45,107.29,1.07,-380.53,-3.81,-1.35,-0.81,0.70,0.50,0.91,0,0,0,0,0,52.26,23.87,28.39,35.00,16.00,19.00,0,0,0,14.00,5.00,9.00,21.00,11.00,10.00,40.00,31.25,47.37,-2.23,-0.22,-4.13,-0.41,-0.64,-0.06,13.27,1.33,13.32,1.34,13.24,1.33,12.57,1.26,12.05,1.21,13.13,1.32,1.06,1.11,1.01,27.86,2.79,15.42,1.55,27.86,2.79,19.66,1.97,19.41,1.95,19.66,1.97,129.00,62.00,185.00,163.00,66.00,216.00,106.00,60.00,157.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-9.58,-0.10,-23.26,-0.23,13.67,0.14,209.59,2.10,82.07,0.82,127.52,1.28,219.18,2.19,105.33,1.05,113.85,1.14,78.36,0.78,78.98,0.79,-380.85,-3.81,-0.37,-0.40,0.96,0.78,1.12,0,0,0,0,0,34.40,16.46,17.94,23.00,11.00,12.00,0,0,0,6.00,3.00,3.00,17.00,8.00,9.00,26.09,27.27,25.00,-0.42,-0.04,-2.11,-0.21,1.14,0.12,34.93,3.51,27.36,2.74,42.51,4.27,12.89,1.29,13.17,1.32,12.65,1.27,2.71,2.08,3.36,57.09,5.74,32.21,3.23,57.09,5.74,19.62,1.97,19.43,1.95,19.62,1.97,276.00,103.00,434.00,716.00,209.00,1223.00,120.00,63.00,171.00,0,0,0,"Changed "" R:R    1:"": 1 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,3.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.50,-0.48,-40.19,-0.40,-7.31,-0.07,180.88,1.81,88.45,0.88,92.42,0.92,228.38,2.28,128.65,1.29,99.74,1.00,39.58,0.40,90.45,0.90,-388.91,-3.89,-0.80,-0.63,0.79,0.69,0.93,0,0,0,0,0,77.71,38.86,38.85,52.00,26.00,26.00,0,0,0,24.00,11.00,13.00,28.00,15.00,13.00,46.15,42.31,50.00,-0.91,-0.09,-1.55,-0.15,-0.28,-0.03,7.54,0.76,8.04,0.81,7.11,0.71,8.16,0.82,8.58,0.86,7.67,0.77,0.92,0.94,0.93,27.38,2.75,27.38,2.75,14.20,1.42,15.80,1.59,15.80,1.59,11.90,1.20,38.00,29.00,46.00,47.00,39.00,53.00,30.00,22.00,38.00,0,0,0,"Changed "" Multiplier"": 5 => 4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-8.31,-0.08,-42.42,-0.42,34.11,0.34,212.67,2.13,91.88,0.92,120.79,1.21,220.98,2.21,134.30,1.34,86.68,0.87,52.88,0.53,59.43,0.59,-396.39,-3.96,-0.48,-0.47,0.96,0.68,1.39,0,0,0,0,0,74.79,35.93,38.86,50.00,24.00,26.00,0,0,0,27.00,10.00,17.00,23.00,14.00,9.00,54.00,41.67,65.38,-0.17,-0.02,-1.77,-0.18,1.31,0.13,7.88,0.79,9.19,0.92,7.11,0.71,9.61,0.96,9.59,0.96,9.63,0.96,0.82,0.96,0.74,27.43,2.75,27.43,2.75,16.15,1.62,17.66,1.77,17.66,1.77,13.25,1.33,48.00,37.00,57.00,55.00,41.00,63.00,39.00,35.00,45.00,0,0,0,"Changed "" Multiplier"": 5 => 4.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.50,-0.48,-40.19,-0.40,-7.31,-0.07,180.88,1.81,88.45,0.88,92.42,0.92,228.38,2.28,128.65,1.29,99.74,1.00,39.58,0.40,90.45,0.90,-396.85,-3.97,-0.80,-0.63,0.79,0.69,0.93,0,0,0,0,0,77.71,38.86,38.85,52.00,26.00,26.00,0,0,0,24.00,11.00,13.00,28.00,15.00,13.00,46.15,42.31,50.00,-0.91,-0.09,-1.55,-0.15,-0.28,-0.03,7.54,0.76,8.04,0.81,7.11,0.71,8.16,0.82,8.58,0.86,7.67,0.77,0.92,0.94,0.93,27.38,2.75,27.38,2.75,14.20,1.42,15.80,1.59,15.80,1.59,11.90,1.20,38.00,29.00,46.00,47.00,39.00,53.00,30.00,22.00,38.00,0,0,0,"Changed "" Multiplier"": 5 => 4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-389.04,-3.89,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-30.07,-0.30,-36.35,-0.36,6.28,0.06,214.71,2.15,81.91,0.82,132.80,1.33,244.78,2.45,118.25,1.18,126.53,1.27,63.03,0.63,80.84,0.81,-390.74,-3.91,-0.71,-0.64,0.88,0.69,1.05,0,0,0,0,0,41.91,19.46,22.46,28.00,13.00,15.00,0,0,0,9.00,4.00,5.00,19.00,9.00,10.00,32.14,30.77,33.33,-1.07,-0.11,-2.80,-0.28,0.42,0.04,23.86,2.39,20.48,2.05,26.56,2.66,12.88,1.29,13.14,1.31,12.65,1.27,1.85,1.56,2.10,43.54,4.36,24.35,2.44,43.54,4.36,19.68,1.97,19.44,1.95,19.68,1.97,187.00,71.00,288.00,348.00,87.00,557.00,111.00,64.00,154.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-43.08,-0.43,-43.94,-0.44,0.86,0.01,213.94,2.14,81.59,0.82,132.34,1.32,257.02,2.57,125.53,1.26,131.48,1.31,52.08,0.52,78.07,0.78,-392.72,-3.93,-0.96,-0.71,0.83,0.65,1.01,0,0,0,0,0,49.36,22.43,26.92,33.00,15.00,18.00,0,0,0,13.00,5.00,8.00,20.00,10.00,10.00,39.39,33.33,44.44,-1.31,-0.13,-2.93,-0.29,0.05,0.01,16.46,1.65,16.32,1.64,16.54,1.66,12.85,1.29,12.55,1.26,13.15,1.32,1.28,1.30,1.26,33.74,3.38,18.82,1.89,33.74,3.38,19.67,1.97,19.46,1.95,19.67,1.97,135.00,63.00,195.00,174.00,66.00,242.00,109.00,61.00,157.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.8.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-394.41,-3.94,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-30.07,-0.30,-36.35,-0.36,6.28,0.06,214.71,2.15,81.91,0.82,132.80,1.33,244.78,2.45,118.25,1.18,126.53,1.27,63.03,0.63,80.84,0.81,-393.73,-3.94,-0.71,-0.64,0.88,0.69,1.05,0,0,0,0,0,41.91,19.46,22.46,28.00,13.00,15.00,0,0,0,9.00,4.00,5.00,19.00,9.00,10.00,32.14,30.77,33.33,-1.07,-0.11,-2.80,-0.28,0.42,0.04,23.86,2.39,20.48,2.05,26.56,2.66,12.88,1.29,13.14,1.31,12.65,1.27,1.85,1.56,2.10,43.54,4.36,24.35,2.44,43.54,4.36,19.68,1.97,19.44,1.95,19.68,1.97,187.00,71.00,288.00,348.00,87.00,557.00,111.00,64.00,154.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.50,-0.48,-40.19,-0.40,-7.31,-0.07,180.88,1.81,88.45,0.88,92.42,0.92,228.38,2.28,128.65,1.29,99.74,1.00,39.58,0.40,90.45,0.90,-390.02,-3.90,-0.80,-0.63,0.79,0.69,0.93,0,0,0,0,0,77.71,38.86,38.85,52.00,26.00,26.00,0,0,0,24.00,11.00,13.00,28.00,15.00,13.00,46.15,42.31,50.00,-0.91,-0.09,-1.55,-0.15,-0.28,-0.03,7.54,0.76,8.04,0.81,7.11,0.71,8.16,0.82,8.58,0.86,7.67,0.77,0.92,0.94,0.93,27.38,2.75,27.38,2.75,14.20,1.42,15.80,1.59,15.80,1.59,11.90,1.20,38.00,29.00,46.00,47.00,39.00,53.00,30.00,22.00,38.00,0,0,0,"Changed "" Multiplier"": 5 => 4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-21.80,-0.22,-44.77,-0.45,22.97,0.23,228.36,2.28,86.92,0.87,141.44,1.41,250.16,2.50,131.70,1.32,118.46,1.18,42.67,0.43,75.73,0.76,-391.35,-3.91,-1.09,-0.74,0.91,0.66,1.19,0,0,0,0,0,61.37,28.45,32.92,41.00,19.00,22.00,0,0,0,20.00,8.00,12.00,21.00,11.00,10.00,48.78,42.11,54.55,-0.53,-0.05,-2.36,-0.23,1.04,0.10,11.42,1.14,10.87,1.09,11.79,1.18,11.91,1.19,11.97,1.20,11.85,1.19,0.96,0.91,1.00,24.01,2.40,18.32,1.84,24.01,2.40,19.45,1.95,19.45,1.95,15.84,1.59,85.00,44.00,120.00,93.00,50.00,122.00,77.00,40.00,117.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-36.82,-0.37,-26.38,-0.26,-10.44,-0.10,100.15,1.00,55.28,0.55,44.87,0.45,136.97,1.37,81.66,0.82,55.31,0.55,39.63,0.40,46.28,0.46,-394.41,-3.94,-3.12,-0.95,0.73,0.68,0.81,0,0,0,0,0,89.82,44.93,44.89,60.00,30.00,30.00,0,0,0,30.00,13.00,17.00,30.00,17.00,13.00,50.00,43.33,56.67,-0.61,-0.06,-0.88,-0.09,-0.35,-0.03,3.34,0.33,4.25,0.43,2.64,0.26,4.57,0.46,4.80,0.48,4.25,0.43,0.73,0.89,0.62,27.41,2.75,27.41,2.75,6.35,0.64,8.69,0.87,8.69,0.87,6.72,0.67,9.00,8.00,10.00,8.00,7.00,9.00,10.00,9.00,11.00,0,0,0,"Changed "" Multiplier"": 5 => 2.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-412.00,-4.12,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-18.19,-0.18,-24.82,-0.25,6.63,0.07,224.55,2.25,93.39,0.93,131.16,1.31,242.74,2.43,118.21,1.18,124.53,1.25,85.25,0.85,79.04,0.79,-406.96,-4.07,-0.42,-0.48,0.93,0.79,1.05,0,0,0,0,0,40.40,19.46,20.94,27.00,13.00,14.00,0,0,0,8.00,4.00,4.00,19.00,9.00,10.00,29.63,30.77,28.57,-0.67,-0.07,-1.91,-0.19,0.47,0.05,28.07,2.81,23.35,2.34,32.79,3.29,12.78,1.28,13.13,1.31,12.45,1.25,2.20,1.78,2.63,49.28,4.95,27.72,2.78,49.28,4.95,19.62,1.97,19.44,1.95,19.62,1.97,199.00,74.00,315.00,401.00,95.00,708.00,113.00,64.00,158.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.6.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-31.41,-0.31,-31.93,-0.32,0.53,0.01,187.58,1.88,73.30,0.73,114.28,1.14,218.98,2.19,105.23,1.05,113.75,1.14,71.70,0.72,78.90,0.79,-406.44,-4.06,-0.51,-0.50,0.86,0.70,1.00,0,0,0,0,0,34.37,16.44,17.93,23.00,11.00,12.00,0,0,0,6.00,3.00,3.00,17.00,8.00,9.00,26.09,27.27,25.00,-1.37,-0.13,-2.90,-0.29,0.04,0.01,31.26,3.14,24.43,2.45,38.09,3.83,12.88,1.29,13.15,1.32,12.64,1.27,2.43,1.86,3.01,51.23,5.15,28.80,2.89,51.23,5.15,19.62,1.97,19.41,1.95,19.62,1.97,275.00,101.00,434.00,713.00,202.00,1223.00,120.00,63.00,171.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.7.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-8.31,-0.08,-42.42,-0.42,34.11,0.34,212.67,2.13,91.88,0.92,120.79,1.21,220.98,2.21,134.30,1.34,86.68,0.87,52.88,0.53,59.43,0.59,-406.50,-4.07,-0.48,-0.47,0.96,0.68,1.39,0,0,0,0,0,74.79,35.93,38.86,50.00,24.00,26.00,0,0,0,27.00,10.00,17.00,23.00,14.00,9.00,54.00,41.67,65.38,-0.17,-0.02,-1.77,-0.18,1.31,0.13,7.88,0.79,9.19,0.92,7.11,0.71,9.61,0.96,9.59,0.96,9.63,0.96,0.82,0.96,0.74,27.43,2.75,27.43,2.75,16.15,1.62,17.66,1.77,17.66,1.77,13.25,1.33,48.00,37.00,57.00,55.00,41.00,63.00,39.00,35.00,45.00,0,0,0,"Changed "" Multiplier"": 5 => 4.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
