"Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Max Run-up","Max Run-up %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__-> Dst","__1. ADX","__10. MA","__11. EMA Difference","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__6. High/Low Filter","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__:","__ATR Length","__Add ％","__Bars","__Breakeven on TP","__Candle Coloring","__Daily Trades  ","__Dashboard Size","__DrawDown ％","__End To       ","__Factor Range","__Fixed RR","__Fri","__From Cluster","__Historical Bars Calculation","__InDay Loss ％ ","__Length","__Location","__Lookback","__Loss Streak   ","__Maximum Iteration Steps","__Mon","__Monthly Performance","__Performance Memory","__Performance Summary","__Row Loss InDay","__Sat","__Select Session Days","__Session End ","__Session Start","__Show Dashboard","__Show Signals","__Size","__Srart From ","__Step","__Stop Loss","__Stop Loss Type","__Sun","__Take Profit LV 1","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Take Profit Type","__Thu","__Timezones: Src","__Tue","__Use Net Profit","__Wed","__Weekly Trades","__Win Streak   ","__ ATR Period  ","__ CoolDown # Bars","__ HH / LL   ","__ Len","__ Long Deals    ","__ MA Stop","__ Multiplier","__ Profit ＄    ","__ Profit ％    ","__ R:R    1:","__ ReEntry Deal  ","__ ReOpen Deal","__ Reverse Deals","__ SL 0 Position","__ Short Deals","__ Step","__ Stop ＄  ","__ Stop ％  ","__ Trailing ％  ","__ Wait End Deal ","__  LO / HI ","__     Order Size","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__﻿","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","comment"
557.00,238.00,769.00,786.00,286.00,1412.00,1073.00,318.00,3340.00,,,,29.88,28.20,31.00,,,,21.90,35.67,4.69,,,,86.64,78.27,111.75,83.92,,14.48,7.68,6.79,,,,149.39,56.41,92.99,,,,346.52,234.77,111.75,,,,43.14,43.14,37.23,,,,111.75,82.54,111.75,0,0,0,0,0,0,87.88,,310.22,,,,,197.13,178.36,18.77,5.00,2.00,3.00,4.00,3.00,1.00,49.82,,44.44,60.00,25.00,2.32,4.16,1.20,2.90,2.78,3.61,0.66,1.66,9.00,5.00,4.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,3.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.1 => 3.7."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,,,,23.64,24.61,23.08,,,,0.68,12.10,-9.32,,,,67.55,61.07,87.01,92.36,,23.40,10.58,12.82,,,,259.99,98.45,161.54,,,,270.17,183.17,87.00,,,,36.76,36.76,31.86,,,,87.01,64.20,87.01,0,0,0,0,0,0,101.71,,117.51,,,,,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,32.79,,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.21,-0.23,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
397.00,485.00,343.00,465.00,398.00,525.00,611.00,289.00,1255.00,,,,22.42,22.11,22.61,,,,0.83,8.97,-6.50,,,,51.19,47.81,57.92,91.39,,29.41,13.60,15.81,,,,291.40,110.55,180.84,,,,307.08,191.25,115.83,,,,36.88,36.88,31.80,,,,73.86,54.73,73.86,0,0,0,0,0,0,102.91,,170.17,,,,,15.68,80.69,-65.01,13.00,5.00,8.00,6.00,4.00,2.00,32.90,,31.58,44.44,20.00,1.05,1.73,0.64,2.28,2.16,2.56,-0.10,-0.15,19.00,9.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,2.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.9."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,,,,23.64,24.61,23.08,,,,0.68,12.10,-9.32,,,,67.55,61.07,87.01,92.51,,23.40,10.58,12.82,,,,259.99,98.45,161.54,,,,270.17,183.17,87.00,,,,36.76,36.76,31.86,,,,87.01,64.20,87.01,0,0,0,0,0,0,101.71,,117.51,,,,,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,32.77,,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.21,-0.23,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
528.00,789.00,397.00,692.00,546.00,817.00,1062.00,303.00,3339.00,,,,25.47,28.30,24.05,,,,6.99,22.02,-5.90,,,,80.02,72.35,103.02,88.70,,20.48,9.14,11.34,,,,229.19,84.89,144.30,,,,320.04,217.02,103.02,,,,37.01,37.01,31.98,,,,103.02,76.32,103.02,0,0,0,0,0,0,102.11,,165.18,,,,,90.85,132.13,-41.28,9.00,3.00,6.00,4.00,3.00,1.00,33.40,,30.77,50.00,14.29,1.40,2.56,0.71,3.14,2.56,4.28,0.38,0.58,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,4.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 4."
409.00,238.00,478.00,690.00,338.00,991.00,1017.00,389.00,2274.00,,,,28.68,28.10,28.91,,,,22.15,39.32,7.43,,,,81.46,73.04,98.30,88.93,,20.58,9.25,11.33,,,,200.75,56.20,144.55,,,,488.69,292.11,196.58,,,,42.92,42.92,37.08,,,,102.15,77.17,102.15,0,0,0,0,0,0,115.72,,344.53,,,,,287.94,235.92,52.03,7.00,2.00,5.00,6.00,4.00,2.00,34.03,,46.15,66.67,28.57,2.43,5.20,1.36,2.84,2.60,3.40,0.76,2.35,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 7."
504.00,787.00,80.00,1044.00,582.00,1813.00,1944.00,276.00,5279.00,,,,31.46,30.90,32.29,,,,17.49,13.46,24.21,,,,99.08,80.01,137.22,89.74,,12.86,8.38,4.48,,,,157.28,92.70,64.58,,,,297.22,160.00,137.22,,,,49.37,49.37,38.76,,,,137.22,85.92,137.22,0,0,0,0,0,0,78.86,,268.88,,,,,139.94,67.30,72.64,5.00,3.00,2.00,3.00,2.00,1.00,32.56,,37.50,40.00,33.33,1.89,1.73,2.13,3.15,2.59,4.25,0.63,2.44,8.00,5.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
503.00,787.00,77.00,1184.00,713.00,1811.00,2886.00,493.00,5279.00,,,,32.53,30.76,35.18,,,,12.18,-1.21,30.03,,,,123.93,87.44,160.44,90.43,,11.24,6.80,4.45,,,,162.64,92.28,70.36,,,,247.87,87.43,160.44,,,,49.10,49.10,38.46,,,,160.44,87.44,160.44,0,0,0,0,0,0,110.15,,213.56,,,,,85.23,-4.86,90.09,5.00,3.00,2.00,2.00,1.00,1.00,32.46,,28.57,25.00,33.33,1.52,0.95,2.28,3.81,2.84,4.56,0.27,0.97,7.00,4.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,4.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 4."
190.00,238.00,159.00,880.00,321.00,1439.00,2028.00,403.00,5279.00,,,,31.64,31.85,31.49,,,,14.99,21.72,8.26,,,,92.71,75.30,127.53,90.43,,12.82,6.09,6.74,,,,158.18,63.70,94.48,,,,278.11,150.58,127.53,,,,48.74,48.74,38.30,,,,127.53,80.95,127.53,0,0,0,0,0,0,133.35,,258.03,,,,,119.93,86.88,33.05,5.00,2.00,3.00,3.00,2.00,1.00,48.82,,37.50,50.00,25.00,1.76,2.36,1.35,2.93,2.36,4.05,0.34,0.87,8.00,4.00,4.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,3.20,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 4 => 3.2."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,,,,23.64,24.61,23.08,,,,0.68,12.10,-9.32,,,,67.55,61.07,87.01,86.73,,23.40,10.58,12.82,,,,259.99,98.45,161.54,,,,270.17,183.17,87.00,,,,36.76,36.76,31.86,,,,87.01,64.20,87.01,0,0,0,0,0,0,101.71,,117.51,,,,,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,33.33,,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.20,-0.23,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
133.00,163.00,98.00,185.00,209.00,159.00,240.00,258.00,219.00,,,,18.88,17.38,20.65,,,,-0.42,0.27,-1.20,,,,18.84,19.38,18.25,84.92,,71.28,38.32,32.96,,,,453.06,225.88,227.19,,,,433.36,232.57,200.79,,,,36.70,36.70,28.84,,,,36.43,36.43,31.52,0,0,0,0,0,0,144.56,,187.72,,,,,-19.70,6.69,-26.39,24.00,13.00,11.00,23.00,12.00,11.00,1.16,,48.94,48.00,50.00,0.96,1.03,0.88,1.00,1.12,0.88,-0.29,-0.32,47.00,25.00,22.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1.1."
309.00,291.00,328.00,314.00,267.00,365.00,322.00,230.00,432.00,,,,20.52,18.55,22.50,,,,0.48,2.71,-1.90,,,,34.85,34.59,35.17,86.46,,44.23,23.25,20.98,,,,369.39,166.92,202.47,,,,383.35,207.52,175.83,,,,36.57,36.57,31.69,,,,63.79,63.79,47.70,0,0,0,0,0,0,121.69,,153.34,,,,,13.96,40.60,-26.64,18.00,9.00,9.00,11.00,6.00,5.00,1.31,,37.93,40.00,35.71,1.04,1.24,0.87,1.70,1.87,1.56,-0.19,-0.27,29.00,15.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.1 => 1.9."
385.00,362.00,401.00,553.00,363.00,743.00,832.00,364.00,1768.00,,,,26.45,25.06,27.38,,,,9.28,18.32,0.24,,,,68.84,61.71,83.11,85.96,,24.97,12.17,12.80,,,,264.54,100.23,164.30,,,,413.00,246.80,166.20,,,,42.61,42.61,36.93,,,,86.56,64.79,86.56,0,0,0,0,0,0,115.24,,226.21,,,,,148.46,146.57,1.90,10.00,4.00,6.00,6.00,4.00,2.00,33.86,,37.50,50.00,25.00,1.56,2.46,1.01,2.60,2.46,3.04,0.44,1.03,16.00,8.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.9."
355.00,318.00,392.00,397.00,279.00,538.00,470.00,224.00,879.00,,,,24.46,22.28,26.64,,,,3.40,6.76,-0.64,,,,52.17,47.43,60.05,86.62,,33.93,18.13,15.80,,,,342.50,155.99,186.51,,,,417.29,237.16,180.13,,,,42.66,42.66,36.85,,,,71.23,53.14,71.23,0,0,0,0,0,0,115.00,,190.45,,,,,74.79,81.18,-6.39,14.00,7.00,7.00,8.00,5.00,3.00,33.55,,36.36,41.67,30.00,1.22,1.52,0.97,2.13,2.13,2.25,0.21,0.44,22.00,12.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.9 => 2.4."
381.00,346.00,422.00,352.00,268.00,449.00,311.00,165.00,486.00,,,,24.74,22.23,27.60,,,,-0.02,0.64,-0.79,,,,33.69,31.14,36.75,84.00,,39.69,21.73,17.96,,,,371.06,177.85,193.21,,,,370.63,186.86,183.77,,,,42.46,42.46,36.74,,,,49.88,36.90,49.88,0,0,0,0,0,0,119.41,,130.44,,,,,-0.43,9.01,-9.44,15.00,8.00,7.00,11.00,6.00,5.00,1.07,,42.31,42.86,41.67,1.00,1.05,0.95,1.36,1.40,1.33,-0.29,-0.37,26.00,14.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.4 => 1.7."
321.00,277.00,391.00,263.00,210.00,338.00,140.00,53.00,244.00,,,,22.39,20.09,25.98,,,,-7.02,-7.10,-6.91,,,,25.12,23.22,27.40,85.92,,51.05,30.24,20.81,,,,515.07,281.27,233.79,,,,276.33,139.34,137.00,,,,41.79,41.79,36.62,,,,37.66,27.52,37.66,0,0,0,0,0,0,265.51,,48.93,,,,,-238.72,-141.93,-96.79,23.00,14.00,9.00,11.00,6.00,5.00,1.23,,32.35,30.00,35.71,0.54,0.50,0.59,1.12,1.16,1.06,-3.08,-0.95,34.00,20.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.30,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.7 => 1.3."
320.00,376.00,265.00,416.00,259.00,572.00,530.00,120.00,939.00,,,,28.45,26.85,30.06,,,,-1.88,-2.89,-0.87,,,,30.00,25.85,34.15,85.58,,33.62,17.19,16.43,,,,341.45,161.08,180.36,,,,300.02,129.26,170.76,,,,48.30,48.30,38.05,,,,50.60,31.88,50.60,0,0,0,0,0,0,155.70,,120.83,,,,,-41.43,-31.82,-9.61,12.00,6.00,6.00,10.00,5.00,5.00,1.22,,45.45,45.45,45.45,0.88,0.80,0.95,1.05,0.96,1.14,-0.42,-0.41,22.00,11.00,11.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,1.30,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,,,,23.64,24.61,23.08,,,,0.68,12.10,-9.32,,,,67.55,61.07,87.01,85.92,,23.40,10.58,12.82,,,,259.99,98.45,161.54,,,,270.17,183.17,87.00,,,,36.76,36.76,31.86,,,,87.01,64.20,87.01,0,0,0,0,0,0,101.71,,117.51,,,,,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,33.40,,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.20,-0.23,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
409.00,238.00,478.00,690.00,338.00,991.00,1017.00,389.00,2274.00,,,,28.68,28.10,28.91,,,,22.15,39.32,7.43,,,,81.46,73.04,98.30,84.77,,20.58,9.25,11.33,,,,200.75,56.20,144.55,,,,488.69,292.11,196.58,,,,42.92,42.92,37.08,,,,102.15,77.17,102.15,0,0,0,0,0,0,115.72,,344.53,,,,,287.94,235.92,52.03,7.00,2.00,5.00,6.00,4.00,2.00,34.44,,46.15,66.67,28.57,2.43,5.20,1.36,2.84,2.60,3.40,0.76,2.36,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 6 => 7."
