"Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Max Run-up","Max Run-up %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__-> Dst","__1. ADX","__10. MA","__11. EMA Difference","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__6. High/Low Filter","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__:","__ATR Length","__Add ％","__Bars","__Breakeven on TP","__Candle Coloring","__Daily Trades  ","__Dashboard Size","__DrawDown ％","__End To       ","__Factor Range","__Fixed RR","__Fri","__From Cluster","__Historical Bars Calculation","__InDay Loss ％ ","__Length","__Location","__Lookback","__Loss Streak   ","__Maximum Iteration Steps","__Mon","__Monthly Performance","__Performance Memory","__Performance Summary","__Row Loss InDay","__Sat","__Select Session Days","__Session End ","__Session Start","__Show Dashboard","__Show Signals","__Size","__Srart From ","__Step","__Stop Loss","__Stop Loss Type","__Sun","__Take Profit LV 1","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Take Profit Type","__Thu","__Timezones: Src","__Tue","__Use Net Profit","__Wed","__Weekly Trades","__Win Streak   ","__ ATR Period  ","__ CoolDown # Bars","__ HH / LL   ","__ Len","__ Long Deals    ","__ MA Stop","__ Multiplier","__ Profit ＄    ","__ Profit ％    ","__ R:R    1:","__ ReEntry Deal  ","__ ReOpen Deal","__ Reverse Deals","__ SL 0 Position","__ Short Deals","__ Step","__ Stop ＄  ","__ Stop ％  ","__ Trailing ％  ","__ Wait End Deal ","__  LO / HI ","__     Order Size","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__﻿","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","comment"
504.00,787.00,80.00,1044.00,582.00,1813.00,1944.00,276.00,5279.00,3.09,3.01,3.20,31.46,30.90,32.29,1.77,1.39,2.40,17.49,13.46,24.21,9.86,7.99,13.60,99.07,80.00,137.22,107.14,1.07,12.86,8.38,4.48,1.57,0.93,0.65,157.28,92.70,64.58,2.97,1.60,1.37,297.22,160.00,137.22,4.83,4.83,3.83,49.37,49.37,38.76,13.60,8.56,13.60,137.22,85.91,137.22,0,0,0,0,0,0,78.86,0.78,268.88,2.62,1.40,0.67,0.73,139.94,67.30,72.64,5.00,3.00,2.00,3.00,2.00,1.00,34.37,0.34,37.50,40.00,33.33,1.89,1.73,2.13,3.15,2.59,4.25,0.65,2.62,8.00,5.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
221.00,234.00,206.00,242.00,230.00,256.00,284.00,224.00,368.00,1.79,1.75,1.84,17.99,17.50,18.53,0.01,0.08,-0.07,0.07,0.80,-0.80,3.47,3.22,3.82,34.69,32.18,38.21,105.95,1.06,53.31,28.56,24.76,4.14,2.10,2.04,413.79,210.01,203.78,4.16,2.25,1.91,416.33,225.27,191.05,3.07,3.07,2.68,30.91,30.91,26.64,5.29,3.91,5.29,52.72,39.02,52.72,0,0,0,0,0,0,116.08,1.16,177.42,1.76,0.03,0.15,-0.13,2.54,15.26,-12.72,23.00,12.00,11.00,12.00,7.00,5.00,28.77,0.29,34.29,36.84,31.25,1.01,1.07,0.94,1.93,1.84,2.06,-0.15,-0.18,35.00,19.00,16.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
111.00,108.00,116.00,101.00,103.00,98.00,72.00,88.00,55.00,0.98,0.91,1.06,9.71,9.06,10.54,-0.26,-0.26,-0.27,-2.60,-2.57,-2.65,1.66,1.70,1.61,16.45,16.91,15.99,105.95,1.06,121.38,66.26,55.12,5.73,2.99,2.74,572.88,298.94,273.94,3.62,1.86,1.76,361.93,186.03,175.89,1.90,1.90,1.67,18.93,18.93,16.58,2.83,2.29,2.83,28.05,22.78,28.05,0,0,0,0,0,0,223.77,2.23,91.04,0.91,-2.11,-1.13,-0.98,-210.95,-112.91,-98.04,59.00,33.00,26.00,22.00,11.00,11.00,3.18,0.03,27.16,25.00,29.73,0.63,0.62,0.64,1.69,1.87,1.52,-1.11,-0.74,81.00,44.00,37.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",3.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 5 => 3."
221.00,234.00,206.00,242.00,230.00,256.00,284.00,224.00,368.00,1.79,1.75,1.84,17.99,17.50,18.53,0.01,0.08,-0.07,0.07,0.80,-0.80,3.47,3.22,3.82,34.69,32.18,38.21,105.95,1.06,53.31,28.56,24.76,4.14,2.10,2.04,413.79,210.01,203.78,4.16,2.25,1.91,416.33,225.27,191.05,3.07,3.07,2.68,30.91,30.91,26.64,5.29,3.91,5.29,52.72,39.02,52.72,0,0,0,0,0,0,116.08,1.16,177.42,1.76,0.03,0.15,-0.13,2.54,15.26,-12.72,23.00,12.00,11.00,12.00,7.00,5.00,28.77,0.29,34.29,36.84,31.25,1.01,1.07,0.94,1.93,1.84,2.06,-0.15,-0.18,35.00,19.00,16.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 3 => 5."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,2.35,2.45,2.29,23.64,24.61,23.08,0.08,1.22,-0.91,0.68,12.10,-9.32,6.77,6.11,8.72,67.54,61.06,87.00,103.79,1.04,23.40,10.58,12.82,2.60,0.98,1.62,259.99,98.45,161.54,2.70,1.83,0.87,270.17,183.17,87.00,3.66,3.66,3.18,36.76,36.76,31.86,8.72,6.44,8.72,87.00,64.19,87.00,0,0,0,0,0,0,101.71,1.01,117.51,1.17,0.10,0.85,-0.75,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,31.69,0.32,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.22,-0.24,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
133.00,163.00,98.00,185.00,209.00,159.00,240.00,258.00,219.00,1.88,1.73,2.07,18.88,17.38,20.65,-0.04,0.03,-0.12,-0.42,0.27,-1.20,1.89,1.94,1.83,18.84,19.38,18.25,102.87,1.03,71.28,38.32,32.96,4.53,2.26,2.27,453.06,225.88,227.19,4.33,2.33,2.01,433.36,232.57,200.79,3.66,3.66,2.91,36.70,36.70,28.84,3.65,3.65,3.19,36.43,36.43,31.52,0,0,0,0,0,0,144.56,1.44,187.72,1.86,-0.20,0.07,-0.26,-19.70,6.69,-26.39,24.00,13.00,11.00,23.00,12.00,11.00,2.93,0.03,48.94,48.00,50.00,0.96,1.03,0.88,1.00,1.12,0.88,-0.28,-0.32,47.00,25.00,22.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1.1."
312.00,294.00,328.00,327.00,268.00,385.00,349.00,234.00,488.00,2.09,1.92,2.25,21.02,19.32,22.52,0.18,0.47,-0.12,1.71,4.62,-1.21,3.69,3.66,3.72,36.82,36.54,37.16,102.52,1.03,42.81,21.80,21.00,3.57,1.55,2.03,357.29,154.58,202.71,4.05,2.19,1.86,405.07,219.26,185.81,3.66,3.66,3.18,36.66,36.66,31.70,6.75,6.75,5.07,67.38,67.38,50.31,0,0,0,0,0,0,119.81,1.20,182.17,1.80,0.48,0.65,-0.17,47.78,64.67,-16.90,17.00,8.00,9.00,11.00,6.00,5.00,2.92,0.03,39.29,42.86,35.71,1.13,1.42,0.92,1.75,1.89,1.65,-0.05,-0.09,28.00,14.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,2.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.1 => 2."
355.00,318.00,392.00,397.00,279.00,538.00,470.00,224.00,879.00,2.43,2.21,2.64,24.46,22.28,26.64,0.35,0.68,-0.05,3.40,6.76,-0.64,5.21,4.74,6.00,52.16,47.43,60.04,102.29,1.02,33.93,18.13,15.80,3.43,1.56,1.87,342.50,155.99,186.51,4.17,2.37,1.80,417.29,237.16,180.13,4.24,4.24,3.69,42.66,42.66,36.85,7.16,5.27,7.16,71.22,53.13,71.22,0,0,0,0,0,0,115.00,1.15,190.45,1.88,0.75,0.81,-0.06,74.79,81.18,-6.39,14.00,7.00,7.00,8.00,5.00,3.00,32.04,0.32,36.36,41.67,30.00,1.22,1.52,0.97,2.13,2.13,2.25,0.20,0.42,22.00,12.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.4."
38.00,41.00,34.00,38.00,40.00,37.00,40.00,35.00,45.00,0.65,0.62,0.68,6.30,6.04,6.62,-0.31,-0.35,-0.27,-3.02,-3.37,-2.62,0.80,0.78,0.82,7.79,7.60,7.95,102.29,1.02,251.76,134.09,117.67,8.31,4.47,3.84,831.39,447.21,384.17,3.12,1.37,1.75,311.64,136.72,174.92,1.32,1.32,1.19,12.78,12.78,11.76,1.76,1.71,1.76,16.91,16.44,16.91,0,0,0,0,0,0,529.28,5.29,32.38,0.34,-5.20,-3.10,-2.09,-519.75,-310.50,-209.25,132.00,74.00,58.00,40.00,18.00,22.00,2.71,0.03,23.26,19.57,27.50,0.38,0.31,0.46,1.24,1.26,1.20,-9.56,-0.99,172.00,92.00,80.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,2.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 2."
110.00,108.00,112.00,99.00,102.00,96.00,70.00,85.00,55.00,0.98,0.91,1.07,9.73,9.05,10.57,-0.29,-0.28,-0.31,-2.90,-2.74,-3.09,1.58,1.63,1.54,15.72,16.17,15.28,102.29,1.02,122.74,66.19,56.55,5.84,2.99,2.85,584.00,298.60,285.40,3.46,1.78,1.68,345.89,177.83,168.06,1.90,1.90,1.67,18.91,18.91,16.58,2.71,2.19,2.71,26.84,21.80,26.84,0,0,0,0,0,0,250.09,2.50,87.12,0.87,-2.38,-1.21,-1.17,-238.11,-120.77,-117.34,60.00,33.00,27.00,22.00,11.00,11.00,2.81,0.03,26.83,25.00,28.95,0.59,0.60,0.59,1.62,1.79,1.45,-1.17,-0.76,82.00,44.00,38.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",3.00,333.00,4.50,2.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 2 => 3."
42.00,41.00,42.00,44.00,41.00,47.00,54.00,41.00,63.00,,,,6.41,6.13,6.74,,,,-2.58,-2.90,-2.25,,,,12.02,12.10,11.95,102.33,,227.21,116.75,110.45,,,,782.10,398.18,383.91,,,,384.52,169.41,215.11,,,,12.92,12.92,11.81,,,,24.86,19.90,24.86,0,0,0,0,0,0,410.13,,55.33,,,,,-397.57,-228.77,-168.80,122.00,65.00,57.00,32.00,14.00,18.00,2.77,,20.78,17.72,24.00,0.49,0.43,0.56,1.87,1.98,1.77,-2.88,-0.94,154.00,79.00,75.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 2."
357.00,311.00,422.00,325.00,255.00,419.00,276.00,160.00,415.00,,,,23.81,21.19,27.55,,,,-2.07,-2.32,-1.74,,,,31.52,29.14,34.38,102.29,,42.53,24.60,17.92,,,,404.75,211.89,192.86,,,,346.74,174.82,171.92,,,,42.26,42.26,36.73,,,,46.83,34.45,46.83,0,0,0,0,0,0,137.59,,104.08,,,,,-58.01,-37.07,-20.94,17.00,10.00,7.00,11.00,6.00,5.00,2.87,,39.29,37.50,41.67,0.86,0.83,0.89,1.32,1.38,1.25,-0.62,-0.59,28.00,16.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
229.00,237.00,221.00,195.00,186.00,205.00,125.00,84.00,172.00,,,,16.93,16.37,17.56,,,,-4.13,-4.40,-3.82,,,,21.47,19.55,23.67,102.33,,67.51,36.30,31.20,,,,507.78,261.96,245.81,,,,322.06,156.37,165.69,,,,30.43,30.43,26.56,,,,35.12,25.81,35.12,0,0,0,0,0,0,238.28,,51.43,,,,,-185.71,-105.59,-80.12,30.00,16.00,14.00,15.00,8.00,7.00,2.83,,33.33,33.33,33.33,0.63,0.60,0.67,1.27,1.19,1.35,-2.11,-0.90,45.00,24.00,21.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,1.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
265.00,293.00,245.00,351.00,295.00,402.00,533.00,298.00,924.00,,,,18.48,19.05,18.09,,,,5.19,9.69,1.03,,,,55.50,49.93,64.78,102.33,,38.44,18.15,20.29,,,,314.19,133.34,180.85,,,,443.92,249.63,194.30,,,,30.92,30.92,26.73,,,,80.66,60.51,80.66,0,0,0,0,0,0,125.15,,240.36,,,,,129.73,116.29,13.44,17.00,7.00,10.00,8.00,5.00,3.00,29.49,,32.00,41.67,23.08,1.41,1.87,1.07,3.00,2.62,3.58,0.31,0.64,25.00,12.00,13.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,3.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.7 => 3.8."
352.00,295.00,392.00,439.00,327.00,550.00,569.00,359.00,919.00,,,,25.07,22.80,26.69,,,,6.61,13.39,-0.17,,,,54.14,49.58,61.72,102.29,,31.01,15.18,15.83,,,,300.83,114.00,186.83,,,,433.04,247.90,185.14,,,,42.77,42.77,36.86,,,,74.29,55.73,74.29,0,0,0,0,0,0,115.05,,244.05,,,,,132.21,133.90,-1.69,12.00,5.00,7.00,8.00,5.00,3.00,32.22,,40.00,50.00,30.00,1.44,2.17,0.99,2.16,2.17,2.31,0.35,0.78,20.00,10.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.5."
27.00,32.00,21.00,26.00,31.00,20.00,23.00,27.00,20.00,,,,5.80,5.72,5.91,,,,-2.26,-2.67,-1.79,,,,6.36,6.27,6.44,102.29,,322.40,172.41,149.99,,,,905.44,503.37,402.07,,,,407.17,188.16,219.01,,,,12.80,12.80,11.80,,,,16.41,16.41,13.43,0,0,0,0,0,0,502.71,,68.63,,,,,-498.26,-315.20,-183.06,156.00,88.00,68.00,64.00,30.00,34.00,2.72,,29.09,25.42,33.33,0.45,0.37,0.55,1.10,1.10,1.09,-10.95,-1.00,220.00,118.00,102.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,1.80,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
19.00,21.00,16.00,18.00,21.00,15.00,16.00,19.00,14.00,,,,5.60,5.63,5.56,,,,-2.11,-2.42,-1.78,,,,2.86,2.98,2.76,102.29,,396.56,206.89,189.67,,,,895.73,501.17,394.56,,,,320.84,158.09,162.75,,,,12.73,12.73,11.82,,,,16.31,16.31,8.52,0,0,0,0,0,0,576.76,,39.00,,,,,-574.88,-343.06,-231.82,160.00,89.00,71.00,112.00,53.00,59.00,0,,41.18,37.32,45.38,0.36,0.32,0.41,0.51,0.53,0.50,-4.86,-0.98,272.00,142.00,130.00,0,0,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,1.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.8 => 1."
175.00,195.00,154.00,158.00,158.00,157.00,120.00,80.00,166.00,,,,13.55,12.95,14.19,,,,-2.95,-2.79,-3.12,,,,20.13,18.65,21.80,102.29,,80.98,42.32,38.66,,,,501.54,246.11,255.42,,,,342.27,167.87,174.40,,,,24.66,24.66,21.55,,,,33.02,24.27,33.02,0,0,0,0,0,0,210.55,,78.41,,,,,-159.26,-78.24,-81.02,37.00,19.00,18.00,17.00,9.00,8.00,2.84,,31.48,32.14,30.77,0.68,0.68,0.68,1.49,1.44,1.54,-1.24,-0.78,54.00,28.00,26.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",4.00,333.00,4.50,2.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
